doi,year,title,source_id,source_title,retracted,area,category,intext_citation.section,intext_citation.pointer,intext_citation.intent,intext_citation.sentiment,intext_citation.section.ret_mention
10.7774/cevr.2013.2.1.4,2013,"Vaccines today, vaccines tomorrow: a perspective ",issn:2287-3651; issn:2287-366X,Clinical And Experimental Vaccine Research,no,"Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Immunology and Allergy;
Infectious Diseases;
Public Health, Environmental and Occupational Health;;
Pharmacology;;",middle section; “New Challenges for Vaccines”;;,19,critiques;;,negative;;,no;;
10.1177/088307380001500701,2000,Short-Term Benefit From Oral Vancomycin Treatment of Regressive-Onset Autism,issn:0883-0738; issn:1708-8283,Journal Of Child Neurology,No,Medicine,"Neurology (clinical);
Pediatrics, Perinatology and Child Health;;",discussion;;,19,qualifies;;,neutral;;,no;;
10.1093/eurpub/ckn139,2008,"Denialism: what is it and how should scientists respond? 

",issn:1101-1262; issn:1464-360X,The European Journal Of Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",middle section;“Defining and recognizing denialism”;;,19,cites as evidence;;,negative;;,yes;;
10.1097/00008486-200607000-00008,2006,"Dietary Considerations in Autism: Identifying a Reasonable Approach

",issn:0883-5691,Topics In Clinical Nutrition,no,Nursing;;,Nutrition and Dietetics;;,"middle section;“Measles, mumps, and rubella vaccine ”;;
middle section;“Measles, mumps, and rubella vaccine ”;;
middle section;“Measles, mumps, and rubella vaccine ”;;",19,"credits;;
discusses;;
discusses;;","neutral;;
neutral;;
neutral;;",no;;
10.1111/jpc.12796,2015,Fifty years of immunisation in Australia (1964–2014): The increasing opportunity to prevent diseases,issn:1034-4810; issn:1440-1754,Journal Of Paediatrics And Child Health,no,Medicine;;,"Pediatrics, Perinatology and Child Health;;","“Immunisation Safety and Adverse Events”;Middle Section;;
",19,discusses;;,negative;;,yes;;
10.1093/eurheartj/ehr506,2012,Good publishing practice ,issn:0195-668X; issn:1522-9645,European Heart Journal,no,Medicine;;,Cardiology and Cardiovascular Medicine;;,“What is a conflict?”;Middle Section;;,18,discusses;;,negative;;,no;;
10.1590/s1983-80422013000200005,2013,Bioethics and mass childhood vaccination,issn:1983-8042,Revista Bioética,no,,,"“Vaccines and ethics: uncertainties, controversies and conflicts”;Middle Section;;",18,qualifies;;,negative;;,yes;;
10.1109/mtas.2003.1166561,2003,"A precautionary tale: the British response to cell phone EMF 
",,,no,,,middle section;“Alarmist Consequence”;;,18,disputes;;,neutral;;,no;;
10.1177/2054270414523408,2014,A short clinical review of vaccination against measles,issn:2054-2704; issn:2054-2704,Jrsm Open,no,Medicine,Medicine (miscellaneous);;,“The history of the measles vaccine”;Middle Section;;,17,critiques;;,negative;;,no;;
10.1007/s40124-014-0052-x,2014,The Complexity of the Resurgence of Childhood Vaccine-Preventable Diseases in the United States,issn:2167-4841,Current Pediatrics Reports,no,,,“Vaccine Hesitancy and Vaccine Refusal”;Middle Section;;,17,describes;;,neutral;;,no;;
10.1517/14740330802489748,2008,Thimerosal-containing vaccines: evidence versus public apprehension,issn:1474-0338; issn:1744-764X,Expert Opinion On Drug Safety,no,Medicine;;,"Medicine (miscellaneous);
Pharmacology (medical);;",middle section;“Public perception ”;;,17,cites as evidence;;,negative;;,no;;
10.1371/journal.pmed.1001623,2014,The Use of Preliminary Scientific Evidence in Public Health: A Case Study of XMRV,issn:1549-1676,Plos Medicine,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Biochemistry;
Biotechnology;
Cell Biology;
Molecular Biology;;
Medicine (miscellaneous);;",“XMRV as a Potential Transfusion-Transmissible Infection”;Middle Section;;,17,discusses;;,negative;;,no;;
10.1097/00005176-199909000-00008,1999,"Gluten-Free Diet Decreases Urinary Peptide Levels in Children with Celiac Disease

",issn:0277-2116,Journal Of Pediatric Gastroenterology & Nutrition,no,Medicine,"Gastroenterology;
Pediatrics, Perinatology and Child Health;;",discussion;;,17,cites for information;;,neutral;;,no;;
10.1136/archdischild-2013-304292,2013,Measles: the legacy of low vaccine coverage,issn:0003-9888; issn:1468-2044,Archives Of Disease In Childhood,no,Medicine;;,"Pediatrics, Perinatology and Child Health;;",None;;,16,disputes;;,negative;;,no;;
10.1007/bf03391664,2012,The Ethics of Publication in Public Health,issn:2107-6952,Public Health Reviews,no,"Medicine;;
Nursing;;","Public Health, Environmental and Occupational Health;;
Community and Home Care;;",“PRESSURES ON EDITORS”;Middle Section;;,16,qualifies;;,negative;;,yes;;
10.1002/pds.3217,2012,Vaccine discontinuation and switching following regulatory interventions in response to rotavirus vaccine contamination with porcine circovirus DNA fragments,issn:1053-8569,Pharmacoepidemiology And Drug Safety,no,Medicine,"Epidemiology;
Pharmacology (medical);;",discussion;;,15,cites as evidence;;,negative;;,no;;
10.1377/hlthaff.2015.1392,2016,"The Ethical Imperative And Moral Challenges Of Engaging Patients And The Public With Evidence
",issn:0278-2715; issn:1544-5208,Health Affairs,no,Medicine;;,"Health Policy;
Medicine (miscellaneous);;",“REASONS FOR ENGAGEMENT WITH EVIDENCE”;Middle Section;;,15,qualifies;;,negative;;,no;;
10.1377/hlthaff.24.3.729,2005,"Could It Happen Here? Vaccine Risk Controversies And The Specter Of Derailment

",issn:0278-2715; issn:1544-5208,Health Affairs,no,Medicine;;,"Health Policy;
Medicine (miscellaneous);;",middle section;“THE RISE AND FALL OF A RISK HYPOTHESIS”;;,15,discusses;;,neutral;;,no;;
10.2105/ajph.2014.302241,2015,"Public Health, Science, and Policy Debate: Being Right Is Not Enough ",issn:0090-0036; issn:1541-0048,American Journal Of Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",None;;,15,critiques;;,negative;;,no;;
10.1073/pnas.0608027103,2006,"A surprising METamorphosis: Autism genetics finds a common functional variant
",issn:0027-8424; issn:1091-6490,Proceedings Of The National Academy Of Sciences,no,Multidisciplinary;;,Multidisciplinary;;,none,15,disputes;;,neutral;;,yes;;
10.3399/bjgp09x454241,2009,"Bureaucracy in general practice: time to halt a proliferating malaise
",issn:0960-1643; issn:1478-5242,British Journal Of General Practice,no,Medicine;;,"Family Practice;
Medicine (miscellaneous);;",None,15,cites as evidence;;,negative;;,no;;
10.1098/rstb.2013.0433,2014,"The contribution of vaccination to global health: past, present and future

",issn:0962-8436; issn:1471-2970,Philosophical Transactions Of The Royal Society B: Biological Sciences,no,"Agricultural and Biological Sciences;;
Biochemistry, Genetics and Molecular Biology;;","Agricultural and Biological Sciences (miscellaneous);;
Biochemistry, Genetics and Molecular Biology (miscellaneous);;","“2. Past contribution of vaccination to global health”;Middle Section;;
“2. Past contribution of vaccination to global health”;Middle Section;;",14,"Cites for information;;
critiques;;
","neutral;;
negative;;",no;;
10.1051/mbcb/2011004,2011,"""And the light was"": role of the EBM?",issn:1273-2761; issn:2105-1011,Médecine Buccale Chirurgie Buccale,no,Dentistry;;,"Dentistry (miscellaneous);
Oral Surgery;
Periodontics;;",None,14,qualifies;;,neutral;;,no;;
10.1164/rccm.2501005,2005,Does the Current Research Publication System (or the Lay Press) Harm Our Patients?,issn:1073-449X; issn:1535-4970,American Journal Of Respiratory And Critical Care Medicine,no,Medicine;;,"Critical Care and Intensive Care Medicine;
Pulmonary and Respiratory Medicine;;",None,14,credits;;,negative;;,no;;
10.1086/341914,2002,Gastrointestinal Microflora Studies in Late-Onset Autism ,issn:1058-4838; issn:1537-6591,Clinical Infectious Diseases,no,Medicine;;,"Infectious Diseases;
Microbiology (medical);;",discussion;;,14,describes;;,neutral;;,no;;
10.1177/153537020322800601,2003,"Intestinal Pathophysiology in Autism 
",issn:1535-3702; issn:1535-3699,Experimental Biology And Medicine,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Biochemistry, Genetics and Molecular Biology (miscellaneous);;
Medicine (miscellaneous);;","introduction;;
Middle section; “Children with Autism Have Gastrointestinal (GI) Pathology”;;
Middle section; “Children with Autism Have Gastrointestinal (GI) Pathology”;;
Middle section; “What is the Nature of the Change in Intestinal Permeability in Autism? “;;
Middle section; “What is the Nature of the Change in Intestinal Permeability in Autism? “;;
Middle section; “Possible Pathways by Which Intestinal Function May Become Impaired “;;
Middle section; “Possible Pathways by Which Intestinal Function May Become Impaired ”;;
Middle section; “How Might Impaired Intestinal Function Influence Autistic Behavior?”;;
Middle section; “How Might Impaired Intestinal Function Influence Autistic Behavior?”;; 
Middle section; “How Might Impaired Intestinal Function Influence Autistic Behavior?”;; ",14,"cites for information;;
describes;;
discusses;;
cites for information;;
discusses;;
cites for information;;
discusses;;
discusses;;
discusses;;
discusses;;
","neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;",no;;
10.1038/sj.mp.4001757,2005,"Identification of novel autism candidate regions through analysis of reported cytogenetic abnormalities associated with autism
",issn:1359-4184; issn:1476-5578,Molecular Psychiatry,no,"Biochemistry, Genetics and Molecular Biology;;
Medicine;;
Neuroscience;;","Molecular Medicine;;
Psychiatry and Mental Health;;
Cellular and Molecular Neuroscience;;",introduction;;,14,disputes;;,neutral;;,no;;
10.1007/s11427-014-4623-4,2014,Rationally respond to post-vaccination adverse events,issn:1674-7305; issn:1869-1889,Science China Life Sciences,no,"Agricultural and Biological Sciences;;
Biochemistry, Genetics and Molecular Biology;;
Environmental Science;;","Agricultural and Biological Sciences (miscellaneous);;
Biochemistry, Genetics and Molecular Biology (miscellaneous);;
Environmental Science (miscellaneous);;",None,13,discusses;;,neutral;;,no;;
10.4161/hv.19204,2012,Lessons learned and applied,issn:2164-5515; issn:2164-554X,Human Vaccines & Immunotherapeutics,no,"Immunology and Microbiology;;
Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Immunology;;
Immunology and Allergy;
Medicine (miscellaneous);;
Pharmacology;;",“Successes and Challenges of Vaccination Programs: Case Examples”;Middle Section;;,13,discusses;;,neutral;;,no;;
10.1086/368336,2003,Measles and Rubella in the World Health Organization European Region: Diversity Creates Challenges ,issn:0022-1899; issn:1537-6613,The Journal Of Infectious Diseases,no,Medicine,"Immunology and Allergy;
Infectious Diseases;;",discussion;;,13,credits;;,neutral;;,no;;
10.1111/pcn.12606,2017,Genetics and epigenetics of autism: A Review,issn:1323-1316,Psychiatry And Clinical Neurosciences,no,"Medicine;;
Neuroscience;;","Medicine (miscellaneous);
Neurology (clinical);
Psychiatry and Mental Health;;
Neurology;
Neuroscience (miscellaneous);;",“ENVIRONMENTAL RISK FACTORS”;Middle section;;,13,qualifies;;,negative;;,yes;;
10.1258/ijsa.2009.009380,2011,Human papillomavirus vaccination uptake and factors related to uptake in a traditional desert city in the United Arab Emirates ,issn:0956-4624; issn:1758-1052,International Journal Of Std & Aids,no,Medicine;;,"Dermatology;
Infectious Diseases;
Pharmacology (medical);
Public Health, Environmental and Occupational Health;;",Introduction,13,credits;;,negative;;,no;;
10.1080/21645515.2016.1219824,2016,How do parents and pediatricians arrive at the decision to immunize their children in the private sector? Insights from a qualitative study on rotavirus vaccination across select Indian cities,issn:2164-5515; issn:2164-554X,Human Vaccines & Immunotherapeutics,no,"Immunology and Microbiology;;
Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Immunology;;
Immunology and Allergy;
Medicine (miscellaneous);;
Pharmacology;;",“The role of information in decision-making”;Middle Section;;,13,cites for information;;,neutral;;,no;;
10.3928/00904481-20100726-05,2010,"Navigating Parental Vaccine Hesitancy
",issn:0090-4481,Pediatric Annals,no,Medicine;;,"Pediatrics, Perinatology and Child Health;;",middle section; “Vaccines and Autism“;;,12,qualifies;;,negative;;,no;;
10.1038/jp.2016.209,2016,Ancient texts to PubMed: a brief history of the peer-review process,issn:0743-8346; issn:1476-5543,Journal Of Perinatology,no,Medicine,"Obstetrics and Gynecology;
Pediatrics, Perinatology and Child Health;;",“Criticisms of peer review”;Middle Section;;,12,critiques;;,negative;;,yes;;
10.1007/978-3-319-66939-7_25,2017,Towards an Ontology of Trust for Situational Understanding ,isbn:9783319669380; isbn:9783319669397,Advances In Intelligent Systems And Computing - Advances In Computational Intelligence Systems,no,Mathematics,Mathematics (miscellaneous),"“Motivational Scenario and Desiderata ”;Middle Section;;
Middle Section;”An Ontology of Trust for Situational Understanding“;;",12,"qualifies;;
cites for information;;","neutral;;
neutral;;",yes;;
10.1002/9781118445112.stat03992,2014,"Statistical Issues in Vaccine Safety Evaluation 
",,Wiley Statsref: Statistics Reference Online,no,,,middle section; “Postlicensure Surveillance of Vaccine Safety”;;,12,discusses;;,neutral;;,no;;
10.1192/pb.bp.116.054965,2017,Scottish independence: The view of psychiatry from Edinburgh,issn:2056-4694; issn:2056-4708,Bjpsych Bulletin,no,Medicine,Psychiatry and Mental Health;;,“The struggle for schizophrenia”;Middle Section;;,12,"Cites for information;;
",negative;;,no;;
10.5765/jkacap.2011.22.3.141,2011,Clinical Characteristics of Developmental Regression in Autism Spectrum Disorders,issn:1225-729X,Journal Of Korean Academy Of Child And Adolescent Psychiatry,no,,,Introduction,12,disputes;;,neutral;;,no;;
10.1177/1460458204040664,2004,"The Impact of Health Scares on Parents’ Information Needs and Preferred Information Sources: A Case Study of the MMR Vaccine Scare



",issn:1460-4582; issn:1741-2811,Health Informatics Journal,no,Medicine;;,Health informatics;;,"Background;;
Middle section;”Parents’ views about MMR vaccination and the MMR scare”;;
Middle section;”Parents’ views about MMR vaccination and the MMR scare”;;
Middle section;”Validity and limitations of the study”;;",12,"credits;;
discusses;;
discusses;;
discusses;;
","neutral;;
neutral;;
neutral;;
neutral;;",no;;
10.4161/hv.25250,2013,How society should respond to the risk of vaccine rejection,issn:2164-5515; issn:2164-554X,Human Vaccines & Immunotherapeutics,no,"Immunology and Microbiology;;
Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Immunology;;
Immunology and Allergy;
Medicine (miscellaneous);;
Pharmacology;;",None,12,discusses;;,positive;;,yes;;
10.1007/s00787-011-0236-7,2011,Understanding comorbidity: from epidemiological designs and model-fitting approaches to systems biology as a new tool,issn:1018-8827; issn:1435-165X,European Child & Adolescent Psychiatry,no,"Arts and Humanities;;
Medicine;;
Psychology;;","Philosophy;;
Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;
Psychiatry and Mental Health;;
Developmental and Educational Psychology;;",None,12,critiques;;,negative;;,no;;
10.1097/01.jaa.0000451873.94189.56,2014,Vaccine myths and misconceptions,issn:1547-1896,Journal Of The American Academy Of Physician Assistants,no,Nursing;;,Nurse Assisting;;,"“HISTORY OF THE ANTIVACCINE MOVEMENT”;Middle Section;;
“MYTH: MMR VACCINES CAUSE AUTISM”;Middle Section;;",11,"discusses;;
credits;;","negative;;
negative;;",yes;;
